Common name,GPCRdb ID,Type,Reference ligand,Fold selectivity (Affinity),# tested GPCRs (Affinity),Species,Mol weight,Rot bonds,H don,H acc,LogP,Smiles
CHEMBL253096,94305,Smallmolecule,None,-2,5,Human,425,4,1,3,5.7,CC1(c2cccc(OCc3ccccc3)c2)C(=O)Nc2cc(Cl)cc(Cl)c2C1=O
CHEMBL391033,144404,Smallmolecule,None,-19,3,Human,449,6,1,5,4.3,Cc1ccc2c(OCCN3CCC(Cc4ccc5c(c4)NC(=O)CO5)CC3)c(F)ccc2n1
CHEMBL391661,145220,Smallmolecule,None,15,8,Human,483,6,1,5,5,Cc1ccc2c(OCCN3CCC(Cc4cc5c(cc4F)OCC(=O)N5)CC3)cc(Cl)cc2n1
CHEMBL393539,147594,Smallmolecule,None,63,9,Human,467,6,1,5,4.5,Cc1ccc2c(OCCN3CCC(Cc4ccc5c(c4F)NC(=O)CO5)CC3)cc(F)cc2n1
CHEMBL399719,154155,Smallmolecule,None,-7,3,Human,446,6,0,6,3.1,Cc1ccc2c(OCCN3CCN(Cc4ccc5c(c4)N(C)C(=O)CO5)CC3)cccc2n1
CHEMBL442087,168810,Smallmolecule,None,501,2,Human,449,6,1,5,4.3,Cc1ccc2c(OCCN3CCC(Cc4ccc5c(c4)NC(=O)CO5)CC3)cc(F)cc2n1
CHEMBL443060,168917,Smallmolecule,None,-1,3,Human,478,7,0,6,3.6,CCN1C(=O)COc2ccc(CN3CCN(CCOc4cccc5nc(C)ccc45)CC3)c(F)c21
CHEMBL1548,47485,Smallmolecule,None,-25,7,Human,215,0,2,3,2,NC1=Nc2ccc(Cl)c(Cl)c2CN1
CHEMBL251834,94113,Smallmolecule,UNDEFINED,-81,4,Human,473,6,1,7,4.1,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1ccno1
CHEMBL251834,94113,Smallmolecule,UNDEFINED,-81,4,Human,473,6,1,7,4.1,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1ccno1
CHEMBL251835,94114,Smallmolecule,None,-75,10,Human,534,2,1,6,3.8,CN1C[C@H](C(=O)N2CCN(c3ccc4nonc4c3)CC2)C[C@@H]2c3cccc4[nH]c(Br)c(c34)C[C@H]21
CHEMBL252030,94146,Smallmolecule,UNDEFINED,-3,4,Human,420,5,1,5,3.8,CC(=O)NC1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc21
CHEMBL252030,94146,Smallmolecule,UNDEFINED,-3,4,Human,420,5,1,5,3.8,CC(=O)NC1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc21
CHEMBL252031,94147,Smallmolecule,UNDEFINED,-7,3,Human,434,6,1,5,4.2,CCC(=O)NC1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc21
CHEMBL252031,94147,Smallmolecule,UNDEFINED,-7,3,Human,434,6,1,5,4.2,CCC(=O)NC1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc21
CHEMBL252201,94170,Smallmolecule,UNDEFINED,-38,4,Human,510,8,1,5,5.4,O=C(CCc1ccccc1)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21
CHEMBL252201,94170,Smallmolecule,UNDEFINED,-38,4,Human,510,8,1,5,5.4,O=C(CCc1ccccc1)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21
CHEMBL252816,94259,Smallmolecule,UNDEFINED,-2,3,Human,474,5,1,5,4.3,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)C(F)(F)F
CHEMBL252816,94259,Smallmolecule,UNDEFINED,-2,3,Human,474,5,1,5,4.3,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)C(F)(F)F
CHEMBL252818,94260,Smallmolecule,UNDEFINED,-758,4,Human,420,5,1,5,3.8,CC(=O)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21
CHEMBL252818,94260,Smallmolecule,UNDEFINED,-758,4,Human,420,5,1,5,3.8,CC(=O)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21
CHEMBL253022,94287,Smallmolecule,UNDEFINED,-501,4,Human,434,6,1,5,4.2,CCC(=O)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21
CHEMBL253022,94287,Smallmolecule,UNDEFINED,-501,4,Human,434,6,1,5,4.2,CCC(=O)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21
CHEMBL253024,94288,Smallmolecule,UNDEFINED,-39,4,Human,446,6,1,5,4.2,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)C1CC1
CHEMBL253024,94288,Smallmolecule,UNDEFINED,-39,4,Human,446,6,1,5,4.2,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)C1CC1
CHEMBL253233,94329,Smallmolecule,UNDEFINED,-8,4,Human,482,6,1,5,5.1,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1ccccc1
CHEMBL253233,94329,Smallmolecule,UNDEFINED,-8,4,Human,482,6,1,5,5.1,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1ccccc1
CHEMBL253878,94423,Smallmolecule,UNDEFINED,-524,4,Human,496,7,1,5,5,O=C(Cc1ccccc1)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21
CHEMBL253878,94423,Smallmolecule,UNDEFINED,-524,4,Human,496,7,1,5,5,O=C(Cc1ccccc1)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21
ERGOLINE,94511,Smallmolecule,None,-245,10,Human,523,2,1,5,2.9,CN1C[C@H](C(=O)N2CCN(c3cccc(=O)n3C)CC2)C[C@@H]2c3cccc4[nH]c(Br)c(c34)C[C@H]21
CHEMBL256047,94780,Smallmolecule,None,-2,4,Human,293,2,2,3,3.5,C[C@H]1NC(NCC(F)F)=Nc2ccc(Cl)c(Cl)c21
CHEMBL256694,94913,Smallmolecule,None,-41,6,Human,293,2,2,3,3.5,C[C@@H]1NC(NCC(F)F)=Nc2ccc(Cl)c(Cl)c21
CHEMBL257744,95149,Smallmolecule,None,-19,5,Human,289,3,2,4,2.9,COc1c(Cl)ccc2c1C(C)NC(NCC(F)F)=N2
CHEMBL258073,95227,Smallmolecule,None,-27,5,Human,225,1,2,4,2,COc1c(Cl)ccc2c1C(C)NC(N)=N2
CHEMBL259889,95597,Smallmolecule,None,-,1,Human,407,7,1,7,3.4,COc1ccccc1N1CCN(CCNc2ccc3cc([N+](=O)[O-])ccc3n2)CC1
CHEMBL261383,95875,Smallmolecule,None,-,1,Human,434,10,1,6,4.7,COc1ccc2ccc(NCCCCCN3CCN(c4ccccc4OC)CC3)nc2c1
CHEMBL261600,95911,Smallmolecule,None,-,1,Human,404,8,1,5,4.6,COc1ccccc1N1CCN(CCCCNc2ccc3cc(C)ccc3n2)CC1
CHEMBL269964,96976,Smallmolecule,None,-43,5,Human,209,0,2,3,2.2,CNC1=Nc2cccc(Cl)c2C(C)N1
CHEMBL270176,97019,Smallmolecule,None,-12,4,Human,209,1,2,3,2.3,CCC1NC(N)=Nc2cccc(Cl)c21
CHEMBL270177,97020,Smallmolecule,None,-47,6,Human,195,0,2,3,2,CC1NC(N)=Nc2cccc(Cl)c21
CHEMBL271253,97231,Smallmolecule,None,-2,4,Human,293,2,2,3,3.5,CC1NC(NCC(F)F)=Nc2c(Cl)ccc(Cl)c21
CHEMBL271298,97242,Smallmolecule,None,-38,5,Human,243,0,2,3,2.9,CNC1=Nc2ccc(Cl)c(Cl)c2C(C)N1
CHEMBL272781,97543,Smallmolecule,None,-38,5,Human,229,0,2,3,2.6,CC1NC(N)=Nc2c(Cl)ccc(Cl)c21
CHEMBL273170,97610,Smallmolecule,None,-91,6,Human,229,0,2,3,2.6,CC1NC(N)=Nc2ccc(Cl)c(Cl)c21
CHEMBL398525,153589,Smallmolecule,UNDEFINED,-2,3,Human,448,6,1,5,4.4,CC(C)C(=O)NC1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc21
CHEMBL398525,153589,Smallmolecule,UNDEFINED,-2,3,Human,448,6,1,5,4.4,CC(C)C(=O)NC1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc21
CHEMBL398618,153706,Smallmolecule,UNDEFINED,-9,4,Human,496,6,1,5,5.4,Cc1ccc(C(=O)NC2CCc3ccc(CCN4CCN(c5nsc6ccccc56)CC4)cc32)cc1
CHEMBL398618,153706,Smallmolecule,UNDEFINED,-9,4,Human,496,6,1,5,5.4,Cc1ccc(C(=O)NC2CCc3ccc(CCN4CCN(c5nsc6ccccc56)CC4)cc32)cc1
CHEMBL398619,153707,Smallmolecule,UNDEFINED,-4,4,Human,483,6,1,6,4.5,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1cccnc1
CHEMBL398619,153707,Smallmolecule,UNDEFINED,-4,4,Human,483,6,1,6,4.5,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1cccnc1
CHEMBL398711,153834,Smallmolecule,UNDEFINED,-6,4,Human,474,5,1,5,4.3,O=C(NC1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc21)C(F)(F)F
CHEMBL398711,153834,Smallmolecule,UNDEFINED,-6,4,Human,474,5,1,5,4.3,O=C(NC1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc21)C(F)(F)F
CHEMBL401541,154486,Smallmolecule,None,-16,6,Human,181,0,2,3,1.4,NC1=Nc2cccc(Cl)c2CN1
CHEMBL401745,154524,Smallmolecule,None,-41,5,Human,239,1,2,4,2.3,COc1cc(Cl)c(C)c2c1N=C(N)NC2C
CHEMBL402179,154616,Smallmolecule,None,-281,5,Human,233,2,2,4,2.3,CNC1=Nc2c(OC(C)C)cccc2C(C)N1
CHEMBL404000,154935,Smallmolecule,UNDEFINED,-22,4,Human,378,4,1,5,3.6,NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21
CHEMBL404000,154935,Smallmolecule,UNDEFINED,-22,4,Human,378,4,1,5,3.6,NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21
CHEMBL404248,154994,Smallmolecule,None,-1,5,Human,255,3,2,4,2.2,COc1cccc2c1N=C(NCC(F)F)NC2C
CHEMBL404372,155027,Smallmolecule,None,-74,8,Human,195,0,2,3,2,C[C@@H]1NC(N)=Nc2cccc(Cl)c21
CHEMBL404511,155056,Smallmolecule,None,-6,5,Human,259,2,2,3,2.8,CC1NC(NCC(F)F)=Nc2cccc(Cl)c21
CHEMBL410515,159220,Smallmolecule,None,-,1,Human,405,8,2,6,3.8,COc1ccccc1N1CCN(CCCCNc2ccc3cc(N)ccc3n2)CC1
CHEMBL429136,166636,Smallmolecule,None,-21,6,Human,293,2,2,3,3.5,CC1NC(NCC(F)F)=Nc2ccc(Cl)c(Cl)c21
CHEMBL439240,168436,Smallmolecule,None,-28,5,Human,243,1,2,3,3,CCC1NC(N)=Nc2ccc(Cl)c(Cl)c21
CHEMBL442290,168837,Smallmolecule,UNDEFINED,-26,4,Human,500,6,1,5,5.2,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1ccc(F)cc1
CHEMBL442290,168837,Smallmolecule,UNDEFINED,-26,4,Human,500,6,1,5,5.2,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1ccc(F)cc1
CHEMBL446459,170987,Smallmolecule,None,-57,5,Human,283,4,2,4,3,CC(C)Oc1cccc2c1N=C(NCC(F)F)NC2C
CHEMBL541993,193270,Smallmolecule,None,-19,8,Human,259,2,2,3,2.8,C[C@@H]1NC(NCC(F)F)=Nc2cccc(Cl)c21
dimethyltryptamine,1399,Smallmolecule,3H-WAY100635,-7,21,Human,188,3,1,1,2.3,CN(CCc1c[nH]c2c1cccc2)C
dimethyltryptamine,1399,Smallmolecule,3H-WAY100635,-7,21,Human,188,3,1,1,2.3,CN(CCc1c[nH]c2c1cccc2)C
CHEMBL22744,85097,Smallmolecule,None,-,0,Human,606,14,6,4,6.5,NC(=O)c1ccc2[nH]cc(C3=CCC(NCCCCCCCNC4CC=C(c5c[nH]c6ccc(C(N)=O)cc56)CC4)CC3)c2c1
CHEMBL250699,93911,Smallmolecule,None,-,0,Human,357,5,1,4,4.9,COc1cc(NC(=O)c2ccc(-c3ccc(Cl)cc3)o2)cc(OC)c1
CHEMBL258602,95339,Smallmolecule,None,-,1,Human,392,7,1,6,3.5,COc1ccc2nc(NCCN3CCN(c4ccccc4OC)CC3)ccc2c1
CHEMBL259199,95454,Smallmolecule,None,-,0,Human,573,11,1,8,4.2,CCOc1ccccc1N1CCN(CCCC(=O)NCc2nc3cc(F)ccc3c(=O)n2-c2ccc(OC)cc2)CC1
CHEMBL259415,95503,Smallmolecule,None,-,0,Human,509,8,1,6,4.2,Cc1cccc(N2CCN(CCCC(=O)NCc3nc4ccccc4c(=O)n3-c3ccccc3)CC2)c1C
CHEMBL259686,95562,Smallmolecule,None,-,1,Human,406,8,1,6,3.9,COc1ccc2ccc(NCCCN3CCN(c4ccccc4OC)CC3)nc2c1
CHEMBL259776,95581,Smallmolecule,None,-,0,Human,529,9,1,7,3.8,COc1ccccc1N1CCN(CCCC(=O)NCc2nc3ccc(F)cc3c(=O)n2-c2ccccc2)CC1
CHEMBL259887,95596,Smallmolecule,None,-,1,Human,362,6,1,5,3.5,COc1ccccc1N1CCN(CCNc2ccc3ccccc3n2)CC1
CHEMBL260907,95792,Smallmolecule,None,-,0,Human,543,10,1,7,4.1,CCOc1ccccc1N1CCN(CCCC(=O)NCc2nc3ccc(F)cc3c(=O)n2-c2ccccc2)CC1
CHEMBL261019,95806,Smallmolecule,None,-,0,Human,567,8,1,6,4.8,O=C(CCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)NCc1nc2cc(F)ccc2c(=O)n1-c1ccccc1
CHEMBL261102,95825,Smallmolecule,None,-,0,Human,527,8,1,6,4.4,Cc1cccc(N2CCN(CCCC(=O)NCc3nc4cc(F)ccc4c(=O)n3-c3ccccc3)CC2)c1C
CHEMBL261434,95878,Smallmolecule,None,-,0,Human,527,8,1,6,4.4,Cc1cccc(N2CCN(CCCC(=O)NCc3nc4ccc(F)cc4c(=O)n3-c3ccccc3)CC2)c1C
CHEMBL261824,95947,Smallmolecule,None,-,1,Human,434,10,1,6,4.7,COc1ccc2nc(NCCCCCN3CCN(c4ccccc4OC)CC3)ccc2c1
CHEMBL270736,97128,Smallmolecule,None,-,1,Human,420,9,1,6,4.3,COc1ccc2ccc(NCCCCN3CCN(c4ccccc4OC)CC3)nc2c1
CHEMBL270750,97130,Smallmolecule,None,-,1,Human,392,7,1,6,3.5,COc1ccc2ccc(NCCN3CCN(c4ccccc4OC)CC3)nc2c1
CHEMBL271987,97367,Smallmolecule,None,-,1,Human,404,9,1,5,4.6,COc1ccccc1N1CCN(CCCCCNc2ccc3ccccc3n2)CC1
CHEMBL271989,97369,Smallmolecule,None,-17,4,Human,390,8,1,5,4.3,COc1ccccc1N1CCN(CCCCNc2ccc3ccccc3n2)CC1
OXEDRINE,116191,Smallmolecule,None,19,2,Human,167,3,3,3,0.6,CNCC(O)c1ccc(O)cc1
OXEDRINE,116191,Smallmolecule,None,19,2,Human,167,3,3,3,0.6,CNCC(O)c1ccc(O)cc1
CHEMBL406221,155480,Smallmolecule,None,-,0,Human,573,11,1,8,4.2,CCOc1ccccc1N1CCN(CCCC(=O)NCc2nc3ccc(F)cc3c(=O)n2-c2ccc(OC)cc2)CC1
CHEMBL411949,160705,Smallmolecule,None,-,1,Human,420,9,1,6,4.3,COc1ccc2nc(NCCCCN3CCN(c4ccccc4OC)CC3)ccc2c1
CHEMBL444398,169563,Smallmolecule,None,-15,3,Human,390,4,2,4,3.2,Cc1cc2c(N3CCN(CCc4ccc5c(c4)NC(=O)CO5)CC3)cccc2[nH]1
CHEMBL484059,183714,Smallmolecule,None,-1,3,Human,464,5,1,5,4.6,O=C1COc2ccc(CCN3CCN(c4cccc5nc(-c6ccccc6)ccc45)CC3)cc2N1
CHEMBL484260,183742,Smallmolecule,None,3,3,Human,416,4,1,5,3.5,Cc1cc(N2CCN(CCc3ccc4c(c3)NC(=O)CO4)CC2)c2ccc(C)nc2c1
CHEMBL485491,184434,Smallmolecule,None,-12,3,Human,420,4,1,5,3.4,Cc1ccc2c(N3CCN(CCc4ccc5c(c4)NC(=O)CO5)CC3)cc(F)cc2n1
CHEMBL489195,186216,Smallmolecule,None,-1,3,Human,403,4,1,6,2.6,Cc1ncc2c(N3CCN(CCc4ccc5c(c4)NC(=O)CO5)CC3)cccc2n1
CHEMBL489393,186250,Smallmolecule,None,-1,3,Human,430,5,0,5,3.7,CCN1C(=O)COc2ccc(CCN3CCN(c4cccc5nc(C)ccc45)CC3)cc21
CHEMBL489394,186251,Smallmolecule,None,-6,3,Human,420,4,1,5,3.4,Cc1ccc2c(N3CCN(CCc4cc(F)c5c(c4)NC(=O)CO5)CC3)cccc2n1
CHEMBL490211,186363,Smallmolecule,None,-398,3,Human,388,4,1,5,2.9,O=C1COc2ccc(CCN3CCN(c4nccc5ccccc45)CC3)cc2N1
CHEMBL490417,186385,Smallmolecule,None,1,7,Human,402,4,1,5,3.2,Cc1ccc2c(N3CCN(CCc4ccc5c(c4)NC(=O)CO5)CC3)cccc2n1
CHEMBL491839,186554,Smallmolecule,None,-3,3,Human,407,4,1,5,3.1,CC1(C)Cc2cccc(N3CCN(CCc4ccc5c(c4)NC(=O)CO5)CC3)c2O1
CHEMBL495703,187179,Smallmolecule,None,-2,3,Human,416,4,1,5,3.6,Cc1ccc2c(N3CCN(CCc4ccc5c(c4)NC(=O)CO5)[C@@H](C)C3)cccc2n1
CHEMBL495705,187180,Smallmolecule,None,-2,3,Human,416,4,1,5,3.6,Cc1ccc2c(N3CCN(CCc4ccc5c(c4)NC(=O)CO5)CC3C)cccc2n1
CHEMBL496317,187271,Smallmolecule,None,1,3,Human,420,4,1,5,3.4,Cc1ccc2c(N3CCN(CCc4cc5c(cc4F)OCC(=O)N5)CC3)cccc2n1
CHEMBL497979,187503,Smallmolecule,None,1,3,Human,420,4,1,5,3.4,Cc1ccc2c(N3CCN(CCc4ccc5c(c4)NC(=O)CO5)CC3)ccc(F)c2n1
CHEMBL497980,187504,Smallmolecule,None,-19,3,Human,436,4,1,5,3.9,Cc1ccc2c(N3CCN(CCc4ccc5c(c4)NC(=O)CO5)CC3)ccc(Cl)c2n1
RHETSININE,188348,Smallmolecule,None,-,1,Human,319,2,2,3,3,CNc1ccccc1C(=O)N1CCc2c([nH]c3ccccc23)C1=O
CHEMBL521506,192000,Smallmolecule,None,-1,3,Human,436,4,1,5,3.9,Cc1ccc2c(N3CCN(CCc4ccc5c(c4)NC(=O)CO5)CC3)cc(Cl)cc2n1
CHEMBL521873,192069,Smallmolecule,None,-3,3,Human,416,4,1,5,3.6,Cc1ccc2c(N3CCN(CCc4ccc5c(c4)NC(=O)CO5)[C@H](C)C3)cccc2n1
CHEMBL522257,192380,Smallmolecule,None,1,3,Human,416,4,0,5,3.3,Cc1ccc2c(N3CCN(CCc4ccc5c(c4)N(C)C(=O)CO5)CC3)cccc2n1
CHEMBL523064,192557,Smallmolecule,None,-158,3,Human,414,4,1,5,3.4,Cc1ccc2c(N3C[C@H]4C[C@@H]3CN4CCc3ccc4c(c3)NC(=O)CO4)cccc2n1
CHEMBL523095,192562,Smallmolecule,None,-6,3,Human,388,4,1,5,2.9,O=C1COc2ccc(CCN3CCN(c4cccc5cccnc45)CC3)cc2N1
DEHYDROEVODIAMINE,203939,Smallmolecule,None,-,1,Human,302,0,1,2,2.5,C[n+]1c2n(c(=O)c3ccccc31)CCc1c-2[nH]c2ccccc12
L-741,626,2210,Smallmolecule,None,-870,8,ChEMBL,340,3,2,2,4.3
CHEMBL3084512,102829,Smallmolecule,None,-478,6,Human,383,3,1,3,5.6,O[C@]1(c2ccc(Cl)cc2)C[C@@H]2CC[C@H](C1)N2Cc1csc2ccccc12
CHEMBL3084515,102832,Smallmolecule,None,-2511,6,Human,367,3,1,3,5.1,O[C@]1(c2ccc(Cl)cc2)C[C@@H]2CC[C@H](C1)N2Cc1coc2ccccc12
CHEMBL427518,165816,Smallmolecule,None,-7,3,Human,419,9,1,6,2.2,COc1ccc(S(=O)(=O)NCCCN2CCN(c3ccccc3OC)CC2)cc1
CHEMBL427518,165816,Smallmolecule,None,-7,3,Human,419,9,1,6,2.2,COc1ccc(S(=O)(=O)NCCCN2CCN(c3ccccc3OC)CC2)cc1
CHEMBL493285,186774,Smallmolecule,None,3,4,Human,389,8,1,4,4,c1ccc(OCCNC[C@@H]2COCC(c3ccccc3)(c3ccccc3)O2)cc1
CHEMBL493486,186799,Smallmolecule,None,1,4,Human,419,9,1,5,4,COc1ccccc1OCCNC[C@@H]1COCC(c2ccccc2)(c2ccccc2)O1
CHEMBL493625,186814,Smallmolecule,None,-,0,Human,457,8,1,5,3.2,COc1ccc(S(=O)(=O)NCCCN2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1
CHEMBL493697,186826,Smallmolecule,None,7,4,Human,449,10,1,6,4,COc1cccc(OC)c1OCCNC[C@@H]1COCC(c2ccccc2)(c2ccccc2)O1
CHEMBL493816,186853,Smallmolecule,None,-,0,Human,407,8,1,5,2.3,COc1ccc(S(=O)(=O)NCCCN2CCN(c3ccc(F)cc3)CC2)cc1
CHEMBL494631,186996,Smallmolecule,None,-70,3,Human,361,6,0,4,3.7,Cc1ccc2c(OCCN3CCN(Cc4ccccc4)CC3)cccc2n1
CHEMBL494806,187031,Smallmolecule,None,-39,3,Human,418,7,1,5,3.7,CC(=O)Nc1cccc(CN2CCN(CCOc3cccc4nc(C)ccc34)CC2)c1
CHEMBL494991,187062,Smallmolecule,None,-1,3,Human,391,7,0,5,3.7,COc1ccc(CN2CCN(CCOc3cccc4nc(C)ccc34)CC2)cc1
CHEMBL494992,187063,Smallmolecule,None,-5,3,Human,391,7,0,5,3.7,COc1cccc(CN2CCN(CCOc3cccc4nc(C)ccc34)CC2)c1
CHEMBL495046,187073,Smallmolecule,None,-7,3,Human,467,8,0,5,4.3,Cc1ccc2c(OCCN3CCC(Cc4cccc(N(C)S(C)(=O)=O)c4)CC3)cccc2n1
CHEMBL495160,187093,Smallmolecule,None,1,3,Human,418,7,1,5,3.7,CC(=O)Nc1ccc(CN2CCN(CCOc3cccc4nc(C)ccc34)CC2)cc1
CHEMBL495161,187094,Smallmolecule,None,-251,3,Human,418,7,1,5,3.7,CC(=O)Nc1ccccc1CN1CCN(CCOc2cccc3nc(C)ccc23)CC1
CHEMBL495212,187109,Smallmolecule,None,-,0,Human,477,7,1,4,4.6,O=S(=O)(NCCCN1CCN(c2ccc(Cl)c(Cl)c2)CC1)c1ccc2ccccc2c1
CHEMBL495213,187110,Smallmolecule,None,-6,3,Human,481,9,1,5,5,Cc1ccc2c(OCCN3CCC(Cc4cccc(NS(=O)(=O)C(C)C)c4)CC3)cccc2n1
CHEMBL495217,187111,Smallmolecule,None,-19,3,Human,483,9,1,6,4.3,COc1ccc(CC2CCN(CCOc3cccc4nc(C)ccc34)CC2)cc1NS(C)(=O)=O
CHEMBL495250,187115,Smallmolecule,None,-,0,Human,471,8,1,5,3.6,COc1ccc(S(=O)(=O)NC(C)CCN2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1
CHEMBL495678,187176,Smallmolecule,None,-,0,Human,477,7,1,4,4.3,O=S(=O)(NCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccc2ccccc2c1
CHEMBL495895,187217,Smallmolecule,None,-3,3,Human,443,7,0,4,5,Cc1ccc2c(OCCN3CCC(Cc4cccc(N5CCCC5=O)c4)CC3)cccc2n1
CHEMBL496098,187249,Smallmolecule,None,-15,3,Human,460,9,1,5,4.4,Cc1ccc2c(OCCN3CCC(Cc4cccc(NC(=O)CN(C)C)c4)CC3)cccc2n1
CHEMBL497127,187381,Smallmolecule,None,-3,3,Human,445,8,0,4,5.3,CCN(C(C)=O)c1cccc(CC2CCN(CCOc3cccc4nc(C)ccc34)CC2)c1
CHEMBL497749,187471,Smallmolecule,None,-24,6,Human,439,8,1,5,3.3,COc1ccccc1N1CCN(CCCNS(=O)(=O)c2ccc3ccccc3c2)CC1
CHEMBL497749,187471,Smallmolecule,None,-24,6,Human,439,8,1,5,3.3,COc1ccccc1N1CCN(CCCNS(=O)(=O)c2ccc3ccccc3c2)CC1
CHEMBL497963,187501,Smallmolecule,None,-5,12,Human,453,8,1,5,4.2,Cc1ccc2c(OCCN3CCC(Cc4cccc(NS(C)(=O)=O)c4)CC3)cccc2n1
CHEMBL498354,187543,Smallmolecule,None,-39,3,Human,431,8,1,4,5.2,CCC(=O)Nc1cccc(CC2CCN(CCOc3cccc4nc(C)ccc34)CC2)c1
CHEMBL498355,187544,Smallmolecule,None,-5,3,Human,445,8,1,4,5.5,Cc1ccc2c(OCCN3CCC(Cc4cccc(NC(=O)C(C)C)c4)CC3)cccc2n1
CHEMBL498356,187545,Smallmolecule,None,-19,3,Human,431,7,0,4,4.9,CC(=O)N(C)c1cccc(CC2CCN(CCOc3cccc4nc(C)ccc34)CC2)c1
CHEMBL506942,188277,Smallmolecule,None,-794,3,Human,432,7,0,5,3.7,CC(=O)N(C)c1cccc(CN2CCN(CCOc3cccc4nc(C)ccc34)CC2)c1
CHEMBL521694,192031,Smallmolecule,None,3,2,Human,313,7,1,4,2.8,c1ccc(OCCNC[C@@H]2CO[C@@H](c3ccccc3)CO2)cc1
CHEMBL522708,192511,Smallmolecule,None,-5,11,Human,479,7,0,5,4.4,Cc1ccc2c(OCCN3CCC(Cc4cccc(N5CCCS5(=O)=O)c4)CC3)cccc2n1
CHEMBL525362,192779,Smallmolecule,None,-125,3,Human,446,8,2,4,5,CCNC(=O)Nc1cccc(CC2CCN(CCOc3cccc4nc(C)ccc34)CC2)c1
CHEMBL525712,192796,Smallmolecule,None,-50,3,Human,417,7,1,4,4.8,CC(=O)Nc1cccc(CC2CCN(CCOc3cccc4nc(C)ccc34)CC2)c1
CHEMBL240774,91168,Smallmolecule,None,-10,4,Human,349,6,0,3,3.2,O=C1c2ccccc2CN1CCCCN1CCN(c2ccccc2)CC1
CHEMBL449057,172034,Smallmolecule,None,13,2,Human,313,7,1,4,2.8,c1ccc(OCCNC[C@@H]2CO[C@H](c3ccccc3)CO2)cc1
CHEMBL452437,172666,Smallmolecule,None,10,4,Human,343,8,1,5,2.8,COc1ccccc1OCCNC[C@@H]1COC[C@H](c2ccccc2)O1
CHEMBL492282,186602,Smallmolecule,UNDEFINED,-2,3,Human,433,8,0,3,5.1,CC(C)c1ccccc1N1CCN(CCCCCC(=O)N2CCc3ccccc3C2)CC1
CHEMBL492282,186602,Smallmolecule,UNDEFINED,-2,3,Human,433,8,0,3,5.1,CC(C)c1ccccc1N1CCN(CCCCCC(=O)N2CCc3ccccc3C2)CC1
CHEMBL492480,186640,Smallmolecule,UNDEFINED,-25,3,Human,467,8,0,3,5.6,O=C(CCCCCN1CCN(c2ccccc2-c2ccccc2)CC1)N1CCc2ccccc2C1
CHEMBL492480,186640,Smallmolecule,UNDEFINED,-25,3,Human,467,8,0,3,5.6,O=C(CCCCCN1CCN(c2ccccc2-c2ccccc2)CC1)N1CCc2ccccc2C1
